"Data Source","World Development Indicators",

"Last Updated Date","2019-10-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Antigua and Barbuda","ATG","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Australia","AUS","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.0137468206782861","0.0644423249219703","0.134585890615935","0.295593275067062","1.21918077607973","1.28654284059402","1.31744510874581","1.48675736825312","1.33291006737803","2.8282817252292","2.69529285875099","1.96929959690892","1.11438326181625","1.60281657282742","1.7218671908738","2.10878989409036","0.879691450343525","1.32433831709433","0.794025927156495","0.819298354180384","1.25229309325312","0.643105341490588","0.696937404182361","0.665945650402852","0.618699902897773","0.621088029248","0.731260484556966","0.611224418951875","0.312169474275761","0.52301354729089","1.29879112281798","0.930799183977332","0.883092609741107","0.709690088744418","0.667671215837323","0.935577192146282","0.989993455772674","0.934619604657903","1.07504586144872","0.640427809401423","0.783322038498121","0.840838585247361","0.721848873838899","0.539892207789007","0.538730183262884","0.207550584006113","0.172404207819285","0.212180595930196","",
"Austria","AUT","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.0121866887212509","0.0152372526737553","0.0194613842787669","0.035718002623407","0.227320749308582","0.174518296469296","0.171058575979408","0.143392991478036","0.113008563952339","0.217478477317653","0.229691325017874","0.181764271395665","0.103800454704514","0.145740568065066","0.150056573003259","0.144817641648359","0.0415176426373893","0.052535181964562","0.0401833100380697","0.0648249804460076","0.0688695721968356","0.0356092377123284","0.0306134455952041","0.0289024153080318","0.0241909273068601","0.0244691590295318","0.0326032028129361","0.0251115852683082","0.00662903519757578","0.0214453143781499","0.0553081886045356","0.0411214069614189","0.0395931465893804","0.0360366029919482","0.0438473928515187","0.0552633160992952","0.0629439444256236","0.0589817771305763","0.0759327645167259","0.0464787216982609","0.0640828937625552","0.0852278162299473","0.0870317576556775","0.0752753504242365","0.0693638663537476","0.0324451367670855","0.0234023877821888","0.0315537957214575","",
"Azerbaijan","AZE","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1746960413302","7.08653351406362","11.0662186258539","12.5657318113343","12.6626822661354","14.5771897616505","19.6912042169105","12.3961924295609","3.61785603633563","15.2318790628383","31.09901610469","22.4612932820912","22.3522579644922","22.9158088035241","26.2329947217305","35.9467949373349","39.5580186994264","36.3300223959602","37.0303237123989","24.5424432477369","29.3036031480344","31.7589235016921","27.798659860372","23.685479298557","20.464587661936","12.0366039021447","13.1743924067352","17.8679323602845","",
"Burundi","BDI","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Belgium","BEL","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Benin","BEN","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","1.23009293660792","0.485793784485787","1.17065415171352","3.15458525264985","3.60393400004566","0.963760860533088","1.66867846927571","0.892602987191876","1.32481699801241","1.34908975095767","0.697634501399137","1.32879513152613","0.926753511893911","1.0827051084684","0.47429535188111","0.387163564179987","0.219224028952853","0.056776435412727","0.115286484190797","0.179432718204445","0.116022372866742","0.11759727127691","0.0485410830268625","0","0","0","0","0","0","0","0","0","0","0","0.079179325828105","0.0739684457129225","0.133133579592797","",
"Burkina Faso","BFA","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Bangladesh","BGD","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.000771790878262152","0.00100907922094061","0.00102834416802294","0.00110682049067114","0.00224622588871839","0.00260387604371732","0.00557301010838918","0.0058188055722858","0.00316410360814623","0.00438596709120981","0.00298569925815477","0.00198172701764916","0.00151067384306592","0.00976616988907921","0.0157838517222787","0.0157726348805031","0.00828130332245973","0.010580731555392","0.00786698416850101","0.0107215900478831","0.0211558602356097","0.0119324287516835","0.0146175383493462","0.0146021873126583","0.0183927983226","0.0143933160175348","0.0187798936555648","0.0187691733141749","0.00903263170816233","0.0159581728933556","0.0312850376575453","0.0514265097364921","0.0830348047437287","0.0738942674564557","0.0886223018589494","0.0866465266532782","0.10530992731872","0.150246827652205","0.209688748168481","0.0863420225302986","0.109384610829086","0.145946722482843","0.1641953950982","0.134203694802842","0.0941569470368795","0.029261571604203","0.0139824487984231","0.0173925854962997","",
"Bulgaria","BGR","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0.101652106228459","0.0780311152547768","0.0441069442903987","0.0760457469439986","0.100724297969376","0.159433114591859","0.0553150052935613","0.0660956374372141","0.0451789392218404","0.0845859341314821","0.0996543669592018","0.0264031922905077","0.0263968526901421","0.0222120702531985","0.0249197652662157","0.0193999529434837","0.0330316658441646","0.0149815680294766","0.00371606233692133","0.0147468731278114","0.0705531206081362","0.0183504725942416","0.0203976866678132","0.0158936292477489","0.0282829774495934","0.0360101115061959","0.0375692271624543","0.0315650791508048","0.036193126514146","0.0200125263912611","0.0295614068722966","0.0395970866069745","0.0408885803942005","0.0357311089670267","0.0315613482044174","0.0105290746228843","0.00679084240811391","0.008284752010467","",
"Bahrain","BHR","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","18.5310512139259","13.9094051655297","10.1016529553319","9.6132408364615","8.80159777015861","9.30154904471156","5.8397057768047","6.93508595880373","5.38822743279577","7.24035158590392","8.61832907365695","4.33709823748398","4.30515420725708","4.11581994737957","3.50196233202593","3.61002320313581","3.68991953072459","3.65779552688033","2.22951279452459","3.08413430399416","3.90335566743452","3.13567815221756","2.95888911048267","3.07763855813778","3.37465567731629","3.88089781904781","3.99510303424894","3.65121438874107","4.1628019343095","2.72296071367081","3.33125813481796","4.31374932827146","4.75997011797673","5.04706581502392","4.57464189955779","2.44544398156509","1.81124071746545","2.01226462292815","",
"Bahamas, The","BHS","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Bosnia and Herzegovina","BIH","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Belarus","BLR","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.19420136320061","0.563480239153981","0.603989565033854","0.61279961209343","0.608520336040162","0.700103522684933","0.876864233866831","0.716658875546906","0.167510893863725","0.763296351728539","1.68941758247266","1.27904414285823","1.1327752094847","1.09599572360137","1.1483505163112","1.23235535862026","1.21086542752056","1.07703733473051","1.12542137024901","0.672110977561079","0.871287716176943","1.25002893795628","1.12604992007843","0.874066825688093","0.743191444544347","0.420674409969985","0.384228205487731","0.515380884649527","",
"Belize","BLZ","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0419783103245774","2.88016872837188","3.72866956404478","5.69388456495149","3.71098569867857","4.79886512460866","6.44112233721814","4.34557785958919","3.07067425155846","2.11520400718725","0.654872299667522","0.407434320628642","0.566050492041156","",
"Bermuda","BMU","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",
"Bolivia","BOL","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.621751121984761","1.09158347119033","1.30745837284485","2.30936616708382","6.94922685060117","5.17830558551924","4.96711393952797","3.04529619987027","2.68399964456164","4.96734918451362","5.40675491654727","3.0886450242488","2.11072330705102","2.88386177848701","2.28116392837268","2.40531736463607","1.28758838258187","1.99984861758377","1.42832386221341","2.16208150618528","3.00575597164435","1.6584933535104","1.62117058718901","1.63263924529395","1.65204036487026","1.78106081568079","2.38754407671514","1.80580328946472","1.00378958594702","1.56457207070281","2.77347132815556","2.36657600231439","2.64060243302273","3.3227845710907","4.80694817214875","7.25148153660961","6.87115600296376","6.20549241517076","6.33886709463197","2.64443419282036","3.44499502434386","4.44674639748587","4.44892883708375","4.25928321143836","3.8133441327981","1.32371034108652","0.92575092686421","1.32030413260639","",
"Brazil","BRA","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.0849658045811494","0.109452859662991","0.100682784482395","0.123118317535114","0.503391419055654","0.412854124080847","0.342165036207068","0.242385806202925","0.231664392523644","0.544530249448506","0.721358209205273","0.632319188434071","0.4549096411645","1.07972687209359","1.42335084167559","1.5234004188723","0.571234822478901","0.820478735288079","0.533589251213905","0.658713224717406","0.889192736879917","0.386715629121743","0.623628233410725","0.565658543741774","0.423220134518972","0.349531128321484","0.480470225687249","0.419676769493743","0.253524961940084","0.753444015644254","1.40085293977346","1.25266098581474","1.65285901315469","1.81395313687296","2.01601027655977","2.50437285073246","2.50079026953049","2.06478066040758","2.41520002657293","1.32173546155115","1.50960487206961","1.97540885738611","2.01135764155967","1.84324299390599","1.85020762334232","1.08108003376893","0.823917836832944","1.25033804009295","",
"Barbados","BRB","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","1.45399781071097","1.17541670785045","1.27915698049591","0.820865988671668","0.798026523209134","1.61471160431613","1.45154011828087","0.952389920872006","0.499339884999543","0.616560913705068","1.09320229537493","1.00442706422854","0.406626387439331","0.400588563518223","0.265709707677411","0.304734849126303","0.402404573693763","0.222526369340454","0.277486383158337","0.239398657717754","0.20140688855417","0.221082179801811","0.213588776042414","0.16557704198423","0.126993866883359","0.256847498328649","0.363715451963801","0.220229747824338","0.182997776806006","0.207622738231315","0.258386239713913","0.351278415628971","0.401088581062694","0.391286979995138","0.501561120424139","0.193322872542139","0.350857091338712","0.506542738065353","0.47844229472807","0.441607349394308","0.384816234266586","0.101574785725951","0.0510712603785978","0.0553369871858055","",
"Brunei Darussalam","BRN","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","2.45319610668449","6.84301463229285","16.0242884923155","27.4287182486827","55.1729149060303","51.8057006353487","53.5784239162279","51.5089275141651","48.0159160609127","","50.727051166706","35.0456824963955","22.274111679964","29.1706932298653","32.9123293004283","28.6642123635649","21.6696097916234","25.2790047417883","17.8318918632275","24.4972510490024","28.8577999809152","16.7006268227072","18.2348681108474","17.963039500647","16.1640170204257","14.0180736930562","16.4549412490707","15.546290585879","9.90946492368288","15.0452032207683","24.074075397419","17.3762787203584","16.7262301366147","17.3586716316216","20.2738513205614","26.3697552712635","31.21428628441","29.2751921290506","26.9799030583088","17.7073505820667","20.8383411762263","24.0006021039379","21.0480243008385","17.1117867330952","14.9080042259625","7.76057300131763","6.88980775983081","8.83716202918395","",
"Bhutan","BTN","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Botswana","BWA","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Central African Republic","CAF","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Canada","CAN","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.651772171741528","0.687820336523608","0.732197424095431","0.909764821032193","2.58228386200474","2.31982693184833","2.01247201085886","2.263598172298","2.16924265140337","4.56405981800279","5.27586292215953","3.42935503497404","2.05940568068363","2.58962793630441","2.61839725185814","2.49820145448023","1.08465328151475","1.5617895930404","0.980502725107271","1.23378623191808","1.6039683965198","1.06894436961374","1.18496409050767","1.11611408946797","1.0032711117943","1.08151349475102","1.3623101646889","0.874830396911637","0.372537216584964","0.796007635236357","1.49110523524681","0.816147316997669","0.894273459017667","1.0143899539782","1.36868290955345","1.66556549173783","1.54305535801441","1.58102444934545","2.61171586764339","1.42324662967467","1.47235406175461","2.02559051277609","1.23774981909019","1.4757685490172","1.23980868117602","0.0383427580839492","0.470796273172927","0.893648264234786","",
"Central Europe and the Baltics","CEB","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0.101652106228459","0.0780311152547768","0.0441069442903987","0.0760457469439986","0.100724297969376","0.159433114591859","0.0553150052935613","0.937432539473817","0.719060618171842","1.12401310170342","0.491989441433167","0.216186065618214","0.210276019436399","0.195771761346231","0.157278301835891","0.145065149556075","0.184113050789621","0.143103418501323","0.031982482633719","0.116175635116326","0.264916098247694","0.179632035666453","0.168417783137388","0.157538244944371","0.176253335768933","0.206605576047604","0.206022659678583","0.170392555569694","0.201101198013353","0.125925749066417","0.17374580191927","0.23515683873219","0.237378850035669","0.212485459811768","0.179311980321436","0.0841112492055494","0.0644805208727795","0.0861158579950424","",
"Switzerland","CHE","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Channel Islands","CHI","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.0812204767433081","0.0963743542119851","0.10067607807876","0.115613631769627","0.62277683755744","1.26920608870435","1.01178778703862","0.631904441851369","0.604022533990681","1.12088001444845","1.05853920380185","0.930908284399243","0.838045563911926","1.23848974625902","1.21267128764905","1.22559256942196","0.441066083885098","0.577377185949524","0.298360296950428","0.346630416776966","0.385520392321414","0.16640440308024","0.130300096431614","0.10889912261402","0.0762524798624754","0.0554341625859033","0.0601204677552234","0.0380466620664801","0.0223115665700467","0.0408962032073201","0.0646817665178693","0.0503493029823857","0.0495440262639405","0.0538210861784167","0.0513130377610288","0.0490619845287151","0.0312837737656989","0.0244037824582269","0.0386510541474589","0.0240519048403629","0.0178080747725724","0.0199321494372646","0.0375178348289905","0.0242920963250618","0.0200941308612958","0.00900140115038416","0.00811920670429059","0.0129487426866861","",
"China","CHN","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.0214213398877753","0.0827608747161498","0.191047385430019","0.397759976851792","2.70182786920059","3.06874952515678","3.97713867146711","4.21922332966562","5.40378324437203","11.2050630610552","11.8030654676177","9.16266071515557","5.8374410256336","6.27992383787165","5.9550084926658","5.35109623647014","2.68093230659911","4.50907328734743","3.05989255341352","3.96555504520037","5.20415910313967","2.83128044391873","2.81780140993962","2.70254195287564","1.93066511136743","1.66047529498209","1.8689430974218","1.51524352775333","0.717746852877439","1.10832620061864","2.01253681407505","1.31410813327976","1.26639241633255","1.32306523897585","1.6820477399902","2.25759439856767","2.27552477388806","1.8684826360359","2.03493089496467","0.951139820684938","1.24540110801005","1.52717380870527","1.32933121806485","1.10981923066803","0.898886721939155","0.336975444127533","0.25672564296611","0.335201388534556","",
"Cote d'Ivoire","CIV","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0.10860488730581","0.335924010978627","0.331537201168882","0.955961476666473","1.38321446435178","1.35920585307382","0.331719061234646","0.584773797862058","0.293815422195683","0.105921561266597","0.111288024154212","0.0395680404980359","0.21049605566254","0.21292043180752","0.236019645478701","0.214866157502822","0.597716663558611","0.470555059318733","0.115006731386922","0.243200584328055","0.451982777447317","0.239400639982989","0.54402062914152","0.652408409114347","1.31976646445344","3.15173803887269","5.66136242808282","4.28699750878141","4.90626831605427","2.271117094355","2.90791812924534","3.60501658403557","2.8718428119056","1.92153354350841","1.07558807648953","0.457245468344393","0.673847609292267","1.00622378678011","",
"Cameroon","CMR","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0.0741297554904164","0.870785706944981","4.57622035110803","6.20331583310164","4.20805116839204","2.49954981091836","3.94338857135768","8.19727469916736","10.694762826028","2.6825845781663","5.26737673945758","3.77411970184791","7.59231471835256","9.54396306440921","4.27136787924993","4.95374140695514","2.97507895874906","2.98658692226728","3.63190458387271","4.69504412431766","4.37807834502862","1.58265435518701","2.76921099479096","8.21346837195586","4.12934702202522","3.57480491015278","2.83602910624349","4.3248406821239","6.1273351824165","7.9597479476117","7.67545422378043","8.9119141655202","3.48437190168839","4.8599236697512","5.81516714190924","5.8835839640436","5.114510228213","4.36940810490418","2.14594360029699","1.68802129795544","2.54530394529258","",
"Congo, Dem. Rep.","COD","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","0","0","0","0","0.0016509848246496","0.717103447259339","0.607996534288905","0.366064297202801","1.09544754868878","0.945884817859699","0.61914660898456","0.282711304927212","0.737124423322897","1.92669067693415","2.19280767654368","0.64597484377315","1.5169703328715","0.956399898310805","1.47767664600375","2.05737839532379","0.981701869202028","1.16173552293116","0.772016769073272","1.23883299665011","1.67971774802596","2.31723952933891","1.73932306013065","0.580178292777349","1.7028145049903","0.818335191615597","1.48400536606147","1.20091435408","1.36757484626269","2.287495599075","2.80565053677885","2.77845896471358","2.63558397402416","3.05246025040438","1.44465021705925","1.89305669717914","2.55338849919091","2.16274416481218","1.6623386152206","1.18970655491016","0.372822682697461","0.320004928851926","0.585519575315312","",
"Congo, Rep.","COG","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0","0.00200100719912213","0","0.892986432306697","22.3903603208612","12.9721751092067","15.1114331983282","15.5181287927257","16.8707986909596","35.7531268017186","28.5559751345019","14.7799305800845","6.97416875552755","15.8057854208485","24.9673274643284","24.7019642538969","10.0756820631064","19.9178791599772","17.8486534870521","32.2772348056","36.888642210932","19.9194287737741","22.9808404699332","35.1388752249883","29.1197379037848","29.221392543461","36.1513083928316","37.1148686230715","17.0282594104993","33.7513302188672","53.2124325186029","37.4441761761151","33.7626575726491","28.2298299562968","39.4070075187252","51.7110620769414","56.2845371261517","47.5953984247097","51.7180557526138","33.9956356303203","46.9889623168646","55.2049195087641","51.7912820448441","40.2672414893313","35.285234304746","18.1650940892531","15.4071529179038","36.7338663636481","",
"Colombia","COL","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","0.655753294392948","0.854268906132206","0.798442134910952","1.03101471632984","4.09047867453325","3.42853627318191","2.95299039718321","1.85603135663964","1.62302437198819","3.25904997553311","3.46151283771749","2.8820236143159","1.81486899963864","2.54056728856447","2.7356515394682","3.04572472370973","2.31487127137136","4.55187573222403","3.0387780126738","4.81239727621583","5.96958591103435","3.19709295627864","2.99749554581452","2.6277349928503","1.95354526113154","2.43171271484954","3.2871551558457","2.67579731102287","1.69860705632049","3.78079400714764","5.09602282665951","3.31419697662547","3.39585922701882","3.88362635637594","4.11217277481509","4.95345810255909","5.31640637292347","4.25818021390246","5.48129368141245","3.25243772550503","4.44103082139542","6.809181783169","6.128732336022","5.80484277294591","5.28862713129256","2.73760996505433","1.84081096407559","2.66992801397438","",
"Comoros","COM","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Cabo Verde","CPV","Oil rents (% of GDP)","NY.GDP.PETR.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
