"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NY.GDP.PETR.RT.ZS","Oil rents (% of GDP)","Oil rents are the difference between the value of crude oil production at world prices and total costs of production.","Estimates based on sources and methods described in ""The Changing Wealth of Nations: Measuring Sustainable Development in the New Millennium"" (World Bank, 2011).",
